model,language,rouge1,rouge2,rougeL,bertscore_f1,n_examples
lead_1,english,0.24014772109614474,0.03764848130301476,0.18146543362316145,0.6914519009590149,500
lead_1,hindi,0.30095902565773913,0.12280968321572587,0.21728444973952862,0.707431597828865,500
lead_1,telugu,0.21413388934106242,0.09331656471437959,0.16539124634785132,0.681477542936802,500
lead_1,overall,0.2517468786983154,0.08459157641104006,0.18804704323684712,0.693453680574894,1500
lead_3,english,0.24071741591795276,0.05636362045454156,0.16430659961386773,0.6855457707643509,500
lead_3,hindi,0.30023260310888195,0.13476468510643422,0.19355818302977834,0.7022071672677994,500
lead_3,telugu,0.2532133211032973,0.11004678705471692,0.1692334695764589,0.6876260516643524,500
lead_3,overall,0.26472111337671067,0.10039169753856424,0.17569941740670167,0.6917929965655009,1500
